region,site_nom,question,reponse_attendue
Centre-Val de Loire,Maison-forte de Chaudenay,Où est situé 'Maison-forte de Chaudenay' (Centre-Val de Loire) ? Donnez uniquement le nom de la commune.,"Faverdines, 18"
Île-de-France,Hôtel Le Pelletier de Souzy,Localisation de 'Hôtel Le Pelletier de Souzy' en Île-de-France : dans quelle commune se trouve-t-il précisément ?,"Paris 3e Arrondissement, 75"
Île-de-France,Hôtel Le Pelletier de Souzy,"Concernant le patrimoine de la région Île-de-France, pouvez-vous nommer la ville où est situé le site 'Hôtel Le Pelletier de Souzy' ?","Paris 3e Arrondissement, 75"
Île-de-France,Hôtel Le Pelletier de Souzy,Où est situé 'Hôtel Le Pelletier de Souzy' (Île-de-France) ? Donnez uniquement le nom de la commune.,"Paris 3e Arrondissement, 75"
Pays de la Loire,Château de la Sorinière,Le site 'Château de la Sorinière' est-il un musée ou un monument historique ?,Monument historique
Pays de la Loire,Château de la Sorinière,Quelle est la classification officielle de 'Château de la Sorinière' en Pays de la Loire ?,Monument historique
Pays de la Loire,Château de la Sorinière,'Château de la Sorinière' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Nouvelle-Aquitaine,Eglise Saint-Astier,Le site 'Eglise Saint-Astier' est-il un musée ou un monument historique ?,Monument historique
Nouvelle-Aquitaine,Eglise Saint-Astier,Quelle est la classification officielle de 'Eglise Saint-Astier' en Nouvelle-Aquitaine ?,Monument historique
Nouvelle-Aquitaine,Eglise Saint-Astier,'Eglise Saint-Astier' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Centre-Val de Loire,Maison à pans de bois,Localisation de 'Maison à pans de bois' en Centre-Val de Loire : dans quelle commune se trouve-t-il précisément ?,"Luynes, 37"
Centre-Val de Loire,Maison à pans de bois,"Concernant le patrimoine de la région Centre-Val de Loire, pouvez-vous nommer la ville où est situé le site 'Maison à pans de bois' ?","Luynes, 37"
Centre-Val de Loire,Maison à pans de bois,Où est situé 'Maison à pans de bois' (Centre-Val de Loire) ? Donnez uniquement le nom de la commune.,"Luynes, 37"
Territoires et départements d'outre-mer,musée des arts et traditions populaires de la Guyane,Quel est le numéro de département pour le site 'musée des arts et traditions populaires de la Guyane' en Territoires et départements d'outre-mer ?,78 rue Madame Payé
Territoires et départements d'outre-mer,musée des arts et traditions populaires de la Guyane,A quel code départemental est rattaché le lieu 'musée des arts et traditions populaires de la Guyane' ?,78 rue Madame Payé
Territoires et départements d'outre-mer,musée des arts et traditions populaires de la Guyane,Donnez le numéro de département correspondant à : musée des arts et traditions populaires de la Guyane (Territoires et départements d'outre-mer).,78 rue Madame Payé
Normandie,Menhir dit la Roche Piquée,Le site 'Menhir dit la Roche Piquée' est-il un musée ou un monument historique ?,Monument historique
Normandie,Menhir dit la Roche Piquée,Quelle est la classification officielle de 'Menhir dit la Roche Piquée' en Normandie ?,Monument historique
Normandie,Menhir dit la Roche Piquée,'Menhir dit la Roche Piquée' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Corse,Chapelle San-Nicolao,Le site 'Chapelle San-Nicolao' est-il un musée ou un monument historique ?,Monument historique
Corse,Chapelle San-Nicolao,Quelle est la classification officielle de 'Chapelle San-Nicolao' en Corse ?,Monument historique
Corse,Chapelle San-Nicolao,'Chapelle San-Nicolao' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Corse,Chapelle Saint-Erasme ou Sant'Erasmu,Le site 'Chapelle Saint-Erasme ou Sant'Erasmu' est-il un musée ou un monument historique ?,Monument historique
Corse,Chapelle Saint-Erasme ou Sant'Erasmu,Quelle est la classification officielle de 'Chapelle Saint-Erasme ou Sant'Erasmu' en Corse ?,Monument historique
Corse,Chapelle Saint-Erasme ou Sant'Erasmu,'Chapelle Saint-Erasme ou Sant'Erasmu' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Bourgogne-Franche-Comté,Vestiges archéologiques et bâtiments de l’ancienne maladrerie,Le site 'Vestiges archéologiques et bâtiments de l’ancienne maladrerie' est-il un musée ou un monument historique ?,Monument historique
Bourgogne-Franche-Comté,Vestiges archéologiques et bâtiments de l’ancienne maladrerie,Quelle est la classification officielle de 'Vestiges archéologiques et bâtiments de l’ancienne maladrerie' en Bourgogne-Franche-Comté ?,Monument historique
Bourgogne-Franche-Comté,Vestiges archéologiques et bâtiments de l’ancienne maladrerie,'Vestiges archéologiques et bâtiments de l’ancienne maladrerie' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Martinique,Pont sur la Roxelane,Le site 'Pont sur la Roxelane' est-il un musée ou un monument historique ?,Monument historique
Martinique,Pont sur la Roxelane,Quelle est la classification officielle de 'Pont sur la Roxelane' en Martinique ?,Monument historique
Martinique,Pont sur la Roxelane,'Pont sur la Roxelane' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Pays de la Loire,Dolmen dit de Pierre Couverte,Quel est le numéro de département pour le site 'Dolmen dit de Pierre Couverte' en Pays de la Loire ?,49
Pays de la Loire,Dolmen dit de Pierre Couverte,A quel code départemental est rattaché le lieu 'Dolmen dit de Pierre Couverte' ?,49
Pays de la Loire,Dolmen dit de Pierre Couverte,Donnez le numéro de département correspondant à : Dolmen dit de Pierre Couverte (Pays de la Loire).,49
La Réunion,Temple de Morange,Quel est le numéro de département pour le site 'Temple de Morange' en La Réunion ?,974
La Réunion,Temple de Morange,A quel code départemental est rattaché le lieu 'Temple de Morange' ?,974
La Réunion,Temple de Morange,Donnez le numéro de département correspondant à : Temple de Morange (La Réunion).,974
Pays de la Loire,Manoir de Boisset,Localisation de 'Manoir de Boisset' en Pays de la Loire : dans quelle commune se trouve-t-il précisément ?,Meigné-le-Vicomte
Pays de la Loire,Manoir de Boisset,"Concernant le patrimoine de la région Pays de la Loire, pouvez-vous nommer la ville où est situé le site 'Manoir de Boisset' ?",Meigné-le-Vicomte
Pays de la Loire,Manoir de Boisset,Où est situé 'Manoir de Boisset' (Pays de la Loire) ? Donnez uniquement le nom de la commune.,Meigné-le-Vicomte
Corse,Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario),Quel est le numéro de département pour le site 'Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario)' en Corse ?,2B
Corse,Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario),A quel code départemental est rattaché le lieu 'Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario)' ?,2B
Corse,Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario),Donnez le numéro de département correspondant à : Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario) (Corse).,2B
Bourgogne-Franche-Comté,Château de Bournel (également sur communes de Cubry et Nans),Le site 'Château de Bournel (également sur communes de Cubry et Nans)' est-il un musée ou un monument historique ?,Monument historique
Bourgogne-Franche-Comté,Château de Bournel (également sur communes de Cubry et Nans),Quelle est la classification officielle de 'Château de Bournel (également sur communes de Cubry et Nans)' en Bourgogne-Franche-Comté ?,Monument historique
Bourgogne-Franche-Comté,Château de Bournel (également sur communes de Cubry et Nans),'Château de Bournel (également sur communes de Cubry et Nans)' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Guyane,"Quartier des Détenus, sur l'île du Diable","Localisation de 'Quartier des Détenus, sur l'île du Diable' en Guyane : dans quelle commune se trouve-t-il précisément ?",dans les îles du Salut
Guyane,"Quartier des Détenus, sur l'île du Diable","Concernant le patrimoine de la région Guyane, pouvez-vous nommer la ville où est situé le site 'Quartier des Détenus, sur l'île du Diable' ?",dans les îles du Salut
Guyane,"Quartier des Détenus, sur l'île du Diable","Où est situé 'Quartier des Détenus, sur l'île du Diable' (Guyane) ? Donnez uniquement le nom de la commune.",dans les îles du Salut
Occitanie,Eglise de Rignac,Localisation de 'Eglise de Rignac' en Occitanie : dans quelle commune se trouve-t-il précisément ?,Cuzance
Occitanie,Eglise de Rignac,"Concernant le patrimoine de la région Occitanie, pouvez-vous nommer la ville où est situé le site 'Eglise de Rignac' ?",Cuzance
Occitanie,Eglise de Rignac,Où est situé 'Eglise de Rignac' (Occitanie) ? Donnez uniquement le nom de la commune.,Cuzance
Pays de la Loire,Eglise Saint-Denis,Quel est le numéro de département pour le site 'Eglise Saint-Denis' en Pays de la Loire ?,49
Pays de la Loire,Eglise Saint-Denis,A quel code départemental est rattaché le lieu 'Eglise Saint-Denis' ?,49
Pays de la Loire,Eglise Saint-Denis,Donnez le numéro de département correspondant à : Eglise Saint-Denis (Pays de la Loire).,49
Bretagne,Ensemble fortifié de la chapelle et du pont de Chevré,Quel est le numéro de département pour le site 'Ensemble fortifié de la chapelle et du pont de Chevré' en Bretagne ?,35
Bretagne,Ensemble fortifié de la chapelle et du pont de Chevré,A quel code départemental est rattaché le lieu 'Ensemble fortifié de la chapelle et du pont de Chevré' ?,35
Bretagne,Ensemble fortifié de la chapelle et du pont de Chevré,Donnez le numéro de département correspondant à : Ensemble fortifié de la chapelle et du pont de Chevré (Bretagne).,35
Hauts-de-France,Opéra de Lille,Localisation de 'Opéra de Lille' en Hauts-de-France : dans quelle commune se trouve-t-il précisément ?,place du Théâtre
Hauts-de-France,Opéra de Lille,"Concernant le patrimoine de la région Hauts-de-France, pouvez-vous nommer la ville où est situé le site 'Opéra de Lille' ?",place du Théâtre
Hauts-de-France,Opéra de Lille,Où est situé 'Opéra de Lille' (Hauts-de-France) ? Donnez uniquement le nom de la commune.,place du Théâtre
Provence-Alpes-Côte d'Azur,"Ferme, dite Le Moulin de Giono, située au Contadour","Le site 'Ferme, dite Le Moulin de Giono, située au Contadour' est-il un musée ou un monument historique ?",Monument historique
Provence-Alpes-Côte d'Azur,"Ferme, dite Le Moulin de Giono, située au Contadour","Quelle est la classification officielle de 'Ferme, dite Le Moulin de Giono, située au Contadour' en Provence-Alpes-Côte d'Azur ?",Monument historique
Provence-Alpes-Côte d'Azur,"Ferme, dite Le Moulin de Giono, située au Contadour","'Ferme, dite Le Moulin de Giono, située au Contadour' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.",Monument historique
Corse,Chapelle Santa-Maria-Assunta,Quel est le numéro de département pour le site 'Chapelle Santa-Maria-Assunta' en Corse ?,2B
Corse,Chapelle Santa-Maria-Assunta,A quel code départemental est rattaché le lieu 'Chapelle Santa-Maria-Assunta' ?,2B
Corse,Chapelle Santa-Maria-Assunta,Donnez le numéro de département correspondant à : Chapelle Santa-Maria-Assunta (Corse).,2B
Bretagne,Tumulus et alignement de la baie de Saint-Jean,Le site 'Tumulus et alignement de la baie de Saint-Jean' est-il un musée ou un monument historique ?,Monument historique
Bretagne,Tumulus et alignement de la baie de Saint-Jean,Quelle est la classification officielle de 'Tumulus et alignement de la baie de Saint-Jean' en Bretagne ?,Monument historique
Bretagne,Tumulus et alignement de la baie de Saint-Jean,'Tumulus et alignement de la baie de Saint-Jean' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Nouvelle-Aquitaine,Château Gruaud-Larose,Localisation de 'Château Gruaud-Larose' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,"Saint-Julien-Beychevelle, 33"
Nouvelle-Aquitaine,Château Gruaud-Larose,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Château Gruaud-Larose' ?","Saint-Julien-Beychevelle, 33"
Nouvelle-Aquitaine,Château Gruaud-Larose,Où est situé 'Château Gruaud-Larose' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,"Saint-Julien-Beychevelle, 33"
Hauts-de-France,Opéra de Lille,Quel est le numéro de département pour le site 'Opéra de Lille' en Hauts-de-France ?,59
Hauts-de-France,Opéra de Lille,A quel code départemental est rattaché le lieu 'Opéra de Lille' ?,59
Hauts-de-France,Opéra de Lille,Donnez le numéro de département correspondant à : Opéra de Lille (Hauts-de-France).,59
Guyane,Collège Eugène Nonnon,Quel est le numéro de département pour le site 'Collège Eugène Nonnon' en Guyane ?,973
Guyane,Collège Eugène Nonnon,A quel code départemental est rattaché le lieu 'Collège Eugène Nonnon' ?,973
Guyane,Collège Eugène Nonnon,Donnez le numéro de département correspondant à : Collège Eugène Nonnon (Guyane).,973
Bretagne,Croix du 17e siècle,Quel est le numéro de département pour le site 'Croix du 17e siècle' en Bretagne ?,22
Bretagne,Croix du 17e siècle,A quel code départemental est rattaché le lieu 'Croix du 17e siècle' ?,22
Bretagne,Croix du 17e siècle,Donnez le numéro de département correspondant à : Croix du 17e siècle (Bretagne).,22
Île-de-France,Cité ouvrière Les Dents de Scie,Localisation de 'Cité ouvrière Les Dents de Scie' en Île-de-France : dans quelle commune se trouve-t-il précisément ?,Trappes
Île-de-France,Cité ouvrière Les Dents de Scie,"Concernant le patrimoine de la région Île-de-France, pouvez-vous nommer la ville où est situé le site 'Cité ouvrière Les Dents de Scie' ?",Trappes
Île-de-France,Cité ouvrière Les Dents de Scie,Où est situé 'Cité ouvrière Les Dents de Scie' (Île-de-France) ? Donnez uniquement le nom de la commune.,Trappes
Guadeloupe,Maison Coquille ou maison Turlet,Le site 'Maison Coquille ou maison Turlet' est-il un musée ou un monument historique ?,Monument historique
Guadeloupe,Maison Coquille ou maison Turlet,Quelle est la classification officielle de 'Maison Coquille ou maison Turlet' en Guadeloupe ?,Monument historique
Guadeloupe,Maison Coquille ou maison Turlet,'Maison Coquille ou maison Turlet' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Bourgogne-Franche-Comté,Maison-forte,Localisation de 'Maison-forte' en Bourgogne-Franche-Comté : dans quelle commune se trouve-t-il précisément ?,Pisy
Bourgogne-Franche-Comté,Maison-forte,"Concernant le patrimoine de la région Bourgogne-Franche-Comté, pouvez-vous nommer la ville où est situé le site 'Maison-forte' ?",Pisy
Bourgogne-Franche-Comté,Maison-forte,Où est situé 'Maison-forte' (Bourgogne-Franche-Comté) ? Donnez uniquement le nom de la commune.,Pisy
Corse,Eglise Saint-Pancrace,Localisation de 'Eglise Saint-Pancrace' en Corse : dans quelle commune se trouve-t-il précisément ?,"Castellare-di-Casinca, 2B"
Corse,Eglise Saint-Pancrace,"Concernant le patrimoine de la région Corse, pouvez-vous nommer la ville où est situé le site 'Eglise Saint-Pancrace' ?","Castellare-di-Casinca, 2B"
